TRANSTEXT 9.0
PRIMARY_LANGID 5
English Text	Translated Text	Item Type
"Paste Single Value from '%s' Column to All Tasks in '%s' Column"	"Vložit jednu hodnotu ze sloupce '%s' do všech úkolů ve sloupci '%s'"	"menu"
"Paste Task Attributes"	"Vložit atributy úkolu"	"menu"
"Paste Tasks as Links"	"Vložit úkoly jako odkazy"	"menu"
"Paste Tasks from Clipboard"	"Vložit úkoly ze schránky"	"dialog"
"Paste Values into Column"	"Vložit hodnoty do sloupce"	"menu"
"Paste Values into Selected Tasks in Column"	"Vložit hodnoty do vybraných úkolů ve sloupci"	"menu"
"Path"	"&Cesta"	"label"
  "Path"	""	"menu"
"Path (list view only)"	"Cesta (pouze v zobrazení seznamu)"	"text"
"Path to Stickies executable"	"Cesta ke spustitelnému souboru Stickies"	"label"
"Pattern"	"Vzor"	"label"
"PDF Files"	"Soubory PDF"	"combobox"
"PDF Tree View"	"Stromové zobrazení PDF"	"combobox"
"PDF Tree View Options"	"Možnosti stromového zobrazení PDF"	"dialog"
"Percent"	"Procento"	"listbox"
"Percent Complete"	"Procento &hotovo"	"checklistbox"
  "Percent Complete"	"Procento hotovo"	"combobox"
  "Percent Complete"	""	"menu"
"Percent Done"	"Procento hotovo"	"text"
"Percentage Load"	"Procento zatížení"	"text"
"Period"	"Období"	"text"
"Period defining 'Recently Modified' tasks"	"Období definující 'Nedávno změněné' úkoly"	"label"
"Permission"	"Oprávnění"	"text"
"Pick a dependency 'arrow' to delete..."	"Vyberte šipku závislosti, kterou chcete smazat..."	"text"
"Pick a dependency 'arrow' to edit..."	"Vyberte šipku závislosti, kterou chcete upravit..."	"text"
"Pick the 'bar' of the new task on which the just picked task will be dependent..."	"Vyberte pruh nového úkolu, na kterém bude právě vybraný úkol záviset..."	"text"
"Pick the 'bar' of the task on which the just picked task will be dependent..."	"Vyberte pruh úkolu, na kterém bude právě vybraný úkol záviset..."	"text"
"Pick the 'bar' of the task you want to be dependent on another task..."	"Vyberte pruh úkolu, který má být závislý na jiném úkolu..."	"text"
"PID"	"PID"	"sysheader32"
"Pie Style"	"Koláčový styl"	"combobox"
"pixels"	"pixely"	"label"
"Placeholders"	"Zástupné symboly"	"text"
"Plain Text"	"Prostý text"	"combobox"
"Play"	"Přehrát"	"text"
"Play this sound"	"Přehrát tento zvuk"	"label"
"Please ensure that the file is not already open for editing and \nthat you have the correct permissions and then try again."	"Ujistěte se prosím, že soubor již není otevřen pro úpravy a \nže máte správná oprávnění, a poté to zkuste znovu."	"text"
"Please ensure that the following files are not open in another application"	"Ujistěte se prosím, že následující soubory nejsou otevřeny v jiné aplikaci"	"text"
"Please insert at least one space between the existing placeholders and then try again."	"Vložte prosím alespoň jednu mezeru mezi stávající zástupné symboly a zkuste to znovu."	"text"
"Please wait"	"Prosím čekejte"	"text"
"Plugins Out of Date"	"Pluginy jsou zastaralé"	"text"
"Point size"	"&Velikost bodu"	"label"
"Populate"	"Naplnit"	"button"
"Populate Columns"	"Naplnit sloupce"	"tooltip"
"Port"	"Port"	"label"
"Pos."	"Poz."	"text"
"Position"	"Pozice"	"checklistbox"
  "Position"	""	"menu"
"Position comments"	"Umístění komentářů"	"label"
"Position edit fields"	"Umístění editačních polí"	"label"
"Preference Files"	"Soubory s nastavením"	"combobox"
"Preferences"	"Předvolby"	"tooltip"
"Preferences location"	"Umístění předvoleb"	"static"
"Preferences..."	"Pre&ference..."	"menu"
"Preferred format"	"&Preferovaný formát"	"label"
"Preparing due task notifications..."	"Připravují se oznámení o termínech..."	"text"
"Preparing print preview..."	"Připravuje se náhled tisku..."	"text"
"Preserve 'end of month' dates"	"Zachovat data 'konec měsíce'"	"checkbox"
"Preserve comments"	"Zachovat komentáře"	"checkbox"
"Preset Styles"	"Přednastavené styly"	"label"
"Preview"	"Náhled"	"label"
"Preview results"	"&Náhled výsledků"	"checkbox"
"Previous Image"	"Předchozí obrázek"	"tooltip"
"Previous Match"	"Předchozí shoda"	"tooltip"
"Previous TaskList"	"&Předchozí seznam úkolů"	"menu"
"Print Preview Tasks"	"Náhled tisku úkolů"	"text"
  "Print Preview Tasks"	""	"dialog"
"Print Preview..."	"Náhle&d tisku"	"menu"
"Print Tasklist"	"Tisk seznamu úkolů"	"dialog"
"Print Tasklist..."	"&Tisknout seznam úkolů..."	"menu"
"Print Tasks"	"Tisknout úkoly"	"text"
"Print..."	"&Tisknout..."	"menu"
"Printing tasklists..."	"Probíhá tisk seznamů úkolů..."	"text"
"Priority"	"Priorita"	"checklistbox"
  "Priority"	"Priorita"	"combobox"
  "Priority"	"Priorit&a"	"label"
  "Priority"	"&Priorita"	"menu"
"Priority Frequency"	"Četnost priorit"	"combobox"
"Progress"	"Průběh"	"label"
"Project"	"Pro&jekt"	"label"
  "Project"	"Pro&jekt"	"text"
"Project Name"	"Název projektu"	"text"
"Properties..."	"Vlastnosti..."	"menu"
"Protection"	"Ochrana"	"systabcontrol32"
"Provide a space below each task for notes"	"Ponechat pod každým úkolem místo pro poznámky"	"checkbox"
"Proxy"	"Proxy"	"label"
"Quarter Centuries \t(eg. 2000-2024)"	"Čtvrtstoletí \t(např. 2000-2024)"	"text"
"Quarters, mid \t\t(eg. Jan-Mar 2013)"	"Čtvrtletí, střední \t(např. Led-Bře 2013)"	"combobox"
"Quarters, narrow \t(eg. Q1 2013)"	"Čtvrtletí, úzké \t(např. Q1 2013)"	"combobox"
"Quarters, wide \t\t(eg. January-March 2013)"	"Čtvrtletí, široké \t(např. Leden-Březen 2013)"	"combobox"
"Quick Find"	"&Rychlé hledání"	"menu"
"Quick Task Find"	"Rychlé hledání úkolů"	"text"
"Radio Button"	"Přepínač (Radio Button)"	"menu"
"Range"	"Rozsah"	"label"
"Read-only"	"Pouze pro čtení"	"text"
"Read-only Status Change"	"Změna stavu 'Pouze pro čtení'"	"text"
"Read-only: Checked in"	"Pouze pro čtení: Uvolněno (Checked in)"	"text"
"Read-only: Newer format"	"Pouze pro čtení: Novější formát"	"text"
"Read-only: Under source control"	"Pouze pro čtení: Ve správě verzí"	"text"
"Recalculate a task's 'Estimated time' whenever its start or due dates change"	"Přepočítat 'Odhadovaný čas' úkolu při změně data zahájení nebo termínu"	"checkbox"
"Recalculate allocations when the 'Time Estimate' or 'Duration' changes"	"Přepočítat přiřazení při změně 'Odhadu času' nebo 'Trvání'"	"checkbox"
"Recalculate Time"	"Přepočítat čas"	"text"
"Recalculate Worksheet"	"Přepočítat list"	"menu"
"Received By"	"Přijal"	"text"
"Received Time"	"Čas přijetí"	"text"
"Recent Tasklist %d"	"Nedávný seznam úkolů %d"	"menu"
"Recent Tasklists"	"&Nedávné seznamy úkolů"	"menu"
"Recently Modified"	"Nedávno změněné"	"menu"
"Recently Tracked"	"Nedávno sledované"	"menu"
"Record Bug Report..."	"Zaznamenat hlášení o chybě..."	"menu"
"Recreate new task"	"Znovu vytvořit nový úkol"	"radiobutton"
"Rectangle"	"Obdélník"	"menu"
"Recurrence"	"Opakování"	"checklistbox"
  "Recurrence"	"Opakování"	"label"
  "Recurrence"	"Opakování"	"menu"
"Recurrence Options"	"Možnosti opakování"	"dialog"
"Recurring Task"	"Opakující se úkol"	"dialog"
"Recurs"	"Opakuje se"	"text"
"Redo"	"Znovu"	"menu"
  "Redo"	"Znovu"	"tooltip"
"Reference task colour"	"Barva odkazovaného úkolu"	"checkbox"
"Refresh"	"Obnovit"	"button"
"Refresh Filter"	"&Obnovit filtr"	"menu"
"Refresh my active 'Find Tasks' search"	"&Obnovit mé aktivní vyhledávání úkolů"	"checkbox"
"Regional Settings Change|The user interface will be updated next time you restart ToDoList.\n\nWould you like to restart ToDoList now?"	"Změna regionálního nastavení|Uživatelské rozhraní bude aktualizováno po restartu ToDoListu.\n\nChcete restartovat nyní?"	"text"
"Regular"	"Běžné"	"combobox"
"Relative to due/start date"	"Relativně k termínu/zahájení"	"radiobutton"
"Release Candidate"	"Release Candidate"	"text"
"Reload Icons"	"Obnovit ikony"	"button"
"Reload it and notify me"	"Znovu načíst a upozornit mě"	"combobox"
"Reload it without asking me"	"Znovu načíst bez ptaní"	"combobox"
"Reload Tasklist"	"&Znovu načíst seznam úkolů"	"menu"
"Remaining Time"	"Zbývající čas"	"text"
"Remind me"	"Připomenout"	"label"
"Remind me again at"	"Znovu připomenout v"	"radiobutton"
"Remind me again in"	"Znovu připomenout za"	"radiobutton"
"Reminder"	"Připomínka"	"menu"
"Reminder Time"	"Čas připomínky"	"text"
"Remote file name"	"Název vzdáleného souboru"	"label"
"Remote Server Details"	"Detaily vzdáleného serveru"	"dialog"
"Remove"	"Odstranit"	"label"
"Remove All Arrows"	"Odstranit všechny šipky"	"menu"
"Remove archived tasks from the tasklist"	"&Odstranit archivované úkoly ze seznamu úkolů"	"checkbox"
"Remove Arrows"	"Odstranit šipky"	"menu"
"Remove Dependent Arrows"	"Odstranit šipky závislostí"	"menu"
"Remove items from Outlook after importing"	"Po importu odstranit položky z Outlooku"	"checkbox"
"Remove Page Break"	"Odstranit konec stránky"	"menu"
"Remove Precedent Arrows"	"Odstranit šipky předchůdců"	"menu"
"Remove Tasklist from Source Control"	"&Odstranit seznam úkolů ze správy verzí"	"menu"
"Remove the following tasklist information from your ini file?"	"Odstranit následující informace o seznamu úkolů ze souboru INI?"	"text"
"Removing backup files..."	"Odstraňování záložních souborů..."	"text"
"Rename Sheet"	"Přejmenovat list"	"dialog"
"Rename..."	"Přejmenovat..."	"menu"
"ReoGrid XML Format"	"Formát ReoGrid XML"	"combobox"
"Repeat Last Action"	"Opakovat poslední akci"	"menu"
"Replace"	"&Nahradit"	"button"
  "Replace"	"Nahradit"	"label"
"Replace All"	"Nahradit vše"	"button"
"Replace in Comments"	"Nahradit v komentářích"	"dialog"
"Replace in Task Titles"	"Nahradit v názvech úkolů"	"text"
"Replace with"	"Nahradit čím"	"label"
"Replace..."	"&Nahradit…"	"menu"
"Reply Recipient Names"	"Jména příjemců odpovědi"	"text"
"Report Attributes"	"Atributy sestavy"	"label"
"Report Builder"	"Tvůrce sestav"	"dialog"
  "Report Builder"	"Tvůrce sestav"	"combobox"
"Report Date"	"Datum sestavy"	"menu"
"Report Files"	"Soubory sestav"	"combobox"
"Report Footer"	"Zápatí sestavy"	"label"
"Report Header"	"Záhlaví sestavy"	"label"
"Report Templates"	"Šablony sestav"	"combobox"
"Report Title"	"Název sestavy"	"label"
"Reposition edit fields during resizing"	"Změnit pozici editačních polí při změně velikosti"	"checkbox"
"Requires Admin Privileges to modify"	"Úprava vyžaduje oprávnění administrátora"	"label"
"Reserved (not editable)"	"Vyhrazeno (nelze upravit)"	"text"
"Reserved Keyboard Shortcut"	"Vyhrazená klávesová zkratka"	"text"
"Reset All Page Breaks"	"Resetovat všechny konce stránek"	"menu"
"Reset Attribute Moves"	"Resetovat přesuny atributů"	"menu"
"Reset creation date to today"	"Resetovat datum vytvoření na dnešek"	"checkbox"
"Reset Elapsed Time"	"Resetovat uplynulý čas"	"tooltip"
"Reset to Default"	"Obnovit výchozí"	"text"
"Reset to Default Height"	"Resetovat na výchozí výšku"	"menu"
"Reset to Default Width"	"Resetovat na výchozí šířku"	"menu"
"Reset Version Number"	"Resetovat číslo &verze"	"menu"
"Resize Attribute Columns to Fit"	"Přizpůsobit šířku sloupců atributů"	"menu"
"Resize Grid"	"Změnit velikost mřížky"	"dialog"
"Resize..."	"Změnit velikost..."	"menu"
"Rest of Tasks"	"Zbytek úkolů"	"menu"
"Restart"	"R&estartovat"	"button"
"Restore Default Font Size"	"Obnovit výchozí velikost písma"	"menu"
"Restore previously open tasklists on startup"	"Při startu obnovit dříve otevřené seznamy úkolů"	"checkbox"
"Restore tasklist filters when restarting ToDoList"	"Obn&ovit filtry seznamů úkolů při restartu ToDoList"	"checkbox"
"Restoring tasklists..."	"Obnovování seznamů úkolů..."	"text"
"Result type"	"Typ výsledku"	"label"
"Results"	"&Výsledky"	"label"
"Results (%d found)"	"&Výsledky (%d nalezeno)"	"text"
"Retry"	"&Zkusit znovu"	"button"
"Reuse existing task"	"Znovu použít stávající úkol"	"radiobutton"
"Reuse the existing task"	"Znovu použít stávající úkol"	"combobox"
"Rich Text"	"Formátovaný text (Rich Text)"	"combobox"
"Rich Text Preferences"	"Předvolby formátovaného textu"	"dialog"
"Right"	"vpravo"	"combobox"
"Right Align"	"Zarovnat doprava"	"tooltip"
"Right align attribute labels"	"Zarovnat popisky &atributů doprava"	"checkbox"
"Right Border"	"Pravé ohraničení"	"tooltip"
"Right Bottom"	"Vpravo dole"	"tooltip"
"Right of Tasklist"	"Vpravo od seznamu úkolů"	"combobox"
"Right Top"	"Vpravo nahoře"	"tooltip"
"Risk"	"Riziko"	"checklistbox"
  "Risk"	"Riziko"	"combobox"
  "Risk"	"Rizi&ko"	"label"
  "Risk"	"&Riziko"	"menu"
"Risk Frequency"	"Četnost rizik"	"combobox"
"Root"	"Kořen"	"text"
"Round 'Time Periods' to whole numbers"	"&Zaokrouhlit časové úseky na celá čísla"	"checkbox"
"Row height"	"Výška řádku"	"dialog"
  "Row height"	"Výška řádku"	"label"
"Row Height..."	"Výška řádku..."	"menu"
"Row Properties"	"Vlastnosti řádku"	"menu"
"Row span"	"Sloučení řádků"	"label"
"Rows"	"Řádky"	"label"
"Run Minimised"	"&Spustit minimalizované"	"checkbox"
"Run Tool Error"	"Chyba při spuštění nástroje"	"text"
"s"	"s"	"menu"
"Sample"	"Ukázka"	"label"
"Sample AaZa"	"Ukázka AaZa"	"label"
"Sample Task"	"Ukázkový úkol"	"text"
"Sample Text"	"Ukázkový text"	"button"
"Save"	"Uložit"	"button"
"Save All"	"Uložit &vše"	"menu"
"Save All Tasklists"	"Uložit všechny seznamy úkolů"	"tooltip"
"Save As"	"Uložit jako"	"dialog"
"Save As (%s)"	"Uložit jako (%s)"	"text"
"Save As..."	"Uložit jako..."	"menu"
"Save passwords between sessions, for tasklists stored in other repositories (Open From..., Save To...)"	"Ukládat hesla mezi relacemi pro seznamy v jiných úložištích (Otevřít z..., Uložit do...)"	"checkbox"
"Save Report Template"	"Uložit šablonu sestavy"	"tooltip"
"Save Report Template As"	"Uložit šablonu sestavy jako"	"tooltip"
"Save Search"	"Uložit hledání"	"tooltip"
"Save Task View (%s) to Image..."	"Uložit zobrazení úkolu (%s) do obrázku..."	"menu"
"Save Task View to Image"	"Uložit zobrazení úkolů do obrázku"	"dialog"
"Save Tasklist"	"&Uložit seznam úkolů"	"menu"
  "Save Tasklist"	"Uložit seznam úkolů &jako…"	"tooltip"
"Save Tasklist As"	"Uložit seznam úkolů &jako…"	"dialog"
"Save Tasklist As..."	"Uložit seznam úkolů &jako…"	"menu"
"Save To"	"Uložit do"	"menu"
"Save Transformation As"	"Uložit transformaci jako"	"dialog"
"Saved Templates"	"Uložené šablony"	"tooltip"
"Saving"	"Ukládání"	"label"
"Saving task view image..."	"Ukládání obrázku zobrazení úkolu..."	"text"
"Saving tasklists..."	"Ukládání seznamů úkolů..."	"text"
"Schedule and Priority"	"Plán a priorita"	"text"
"Scheme"	"Schéma"	"radiobutton"
"Scroll to Selected Task"	"Posunout na vybraný úkol"	"menu"
"Scroll To Today"	"Posunout na dnešek"	"tooltip"
"Search"	"&Hledat"	"label"
"Search Preferences"	"Předvolby vyhledávání"	"text"
"second"	"druhý"	"combobox"
"Select a category"	"Vybrat kategorii"	"text"
"Select a name"	"Vybrat jméno"	"text"
"Select a status"	"Vybrat stav"	"text"
"Select a tag"	"Vybrat štítek"	"text"
"Select a value"	"Vybrat hodnotu"	"text"
"Select All"	"&Vybrat vše"	"button"
  "Select All"	"Vybrat &vše"	"menu"
"Select Background Image"	"Vybrat obrázek pozadí"	"dialog"
"Select Custom Icon"	"Vybrat vlastní ikonu"	"dialog"
"Select Custom Icons"	"Vybrat vlastní ikony"	"dialog"
"Select Dictionary"	"Vybrat slovník"	"dialog"
"Select File"	"Vybrat soubor"	"dialog"
"Select File to Download"	"Vybrat soubor ke stažení"	"text"
"Select File to Link to Task"	"Vybrat soubor k propojení s úkolem"	"text"
"Select Folder"	"Vybrat složku"	"text"
"Select Image File"	"Vybrat soubor obrázku"	"dialog"
"Select items to import"	"Vybrat položky k importu"	"label"
"Select New Subtask Parent"	"Vybrat nového nadřazeného pro podúkol"	"dialog"
"Select Next Task"	"Vybrat &další úkol"	"menu"
"Select Next Top Level Task"	"Vybrat další úkol &nejvyšší úrovně"	"menu"
"Select None"	"Zrušit výběr"	"button"
"Select Preference File"	"Vybrat soubor s nastavením"	"dialog"
"Select Previous Task"	"Vybrat &předchozí úkol"	"menu"
"Select Previous Top Level Task"	"Vybrat p&ředchozí úkol nejvyšší úrovně"	"menu"
"Select Reference Target Task"	"Vybrat cílový úkol odkazu"	"menu"
"Select Search Icon"	"Vybrat ikonu hledání"	"dialog"
"Select Stylesheet"	"Vybrat styl (Stylesheet)"	"text"
"Select Task Dependencies"	"Vybrat závislosti úkolu"	"menu"
"Select Task Dependents"	"Vybrat úkoly závislé na tomto"	"menu"
"Select Task Icon"	"Vybrat ikonu úkolu"	"dialog"
"Select Task References"	"Vybrat odkazy úkolu"	"menu"
"Select Tasklist"	"Vybrat seznam úkolů"	"text"
"Select Tool Icon"	"Vybrat ikonu nástroje"	"dialog"
"Select Toolbar Icon"	"Vybrat ikonu panelu nástrojů"	"dialog"
"Select Watermark Image"	"Vybrat obrázek vodoznaku"	"dialog"
"Select your preferred display language"	"Vyberte preferovaný jazyk zobrazení"	"label"
"Selected Columns"	"Vybrané sloupce"	"menu"
"Selected Rows"	"Vybrané řádky"	"menu"
"Selected Task"	"&Vybraný úkol"	"menu"
"Selected task (Task ID)"	"Vybraný úkol (ID úkolu)"	"tooltip"
"Selected task [Path] (Task ID)"	"Vybraný úkol [Cesta] (ID úkolu)"	"tooltip"
"Selected Task Alloc By"	"Zadavatel vybraného úkolu"	"menu"
"Selected Task Alloc To"	"Přiřazení vybraného úkolu"	"menu"
"Selected Task Comments"	"Komentáře vybraného úkolu"	"menu"
"Selected Task Custom Attribute"	"Vlastní atribut vybraného úkolu"	"menu"
"Selected Task Date Range"	"Časové období vybraného úkolu"	"label"
"Selected Task External ID"	"Externí ID vybraného úkolu"	"menu"
"Selected Task File Link"	"Odkaz na soubor vybraného úkolu"	"menu"
"Selected Task ID"	"ID vybraného úkolu"	"menu"
"Selected task in active tasklist"	"&Vybrané úkoly v aktivním seznamu"	"radiobutton"
"Selected Task Path"	"Cesta vybraného úkolu"	"menu"
"Selected Task Title"	"Název vybraného úkolu"	"menu"
"Selected Tasks"	"Vybrané úkoly"	"text"
"Selected tasks only"	"&Pouze vybrané úkoly"	"radiobutton"
"Send"	"Odeslat"	"label"
"Sender"	"Odesílatel"	"text"
"Sender Email"	"E-mail odesílatele"	"text"
"Sensitivity"	"Citlivost"	"text"
"Sent Date"	"Datum odeslání"	"text"
"Sent On Behalf Of"	"Odesláno jménem"	"text"
"Server"	"Server"	"label"
"Server Busy"	"Server je zaneprázdněn"	"dialog"
"Set '% Complete' increment  to"	"Nastavit krok '% hotovo' na"	"label"
"Set Background Colour"	"Nastavit barvu pozadí"	"tooltip"
"Set Background Image"	"Nastavit obrázek pozadí"	"tooltip"
  "Set Background Image"	""	"dialog"
"Set Focus"	"Zaměřit"	"menu"
"Set focus to tasklist whenever ToDoList is activated"	"Přenést zaměření na seznam úkolů při každé aktivaci ToDoListu"	"checkbox"
"Set Label Background Colour"	"Nastavit barvu pozadí popisku"	"tooltip"
"Set Label Background Colour..."	"Nastavit barvu pozadí popisku..."	"menu"
"Set period to 'this' month"	"Nastavit období na 'tento' měsíc"	"text"
"Set Reminder"	"Nastavit připomínku"	"tooltip"
"Set Reminder..."	"Nastavit p&řipomínku"	"menu"
"Set Task Colour..."	"Nastavit &barvu úkolu"	"menu"
"Set Task Dependency"	"Nastavit závislost úkolu"	"menu"
"Set Task Icon"	"Nastavit ikonu úkolu"	"tooltip"
"Set Task Icon..."	"Nastavit &ikonu úkolu"	"menu"
"Set Task Priority"	"Nastavit &prioritu úkolu"	"menu"
"Set Task Reminder"	"Nastavit připomínku úkolu"	"dialog"
"Set..."	"Nastav&it…"	"button"
"Sets the focus to the tasklist"	"Zaměřit na seznam úkolů"	"text"
"Sheet"	"List"	"menu"
"Shortcut"	"Zkratka"	"sysheader32"
"Show"	"Z&obrazit"	"label"
"Show '% Complete' as a progress bar"	"&Zobrazit '% hotovo' graficky (pruh)"	"checkbox"
"Show '% Complete' as progress on task's gantt bar"	"Zobrazit '% hotovo' jako průběh na Ganttově pruhu úkolu"	"checkbox"
"Show 'Reminders' as dates and times"	"Zobrazit 'Připomínky' jako data a časy"	"checkbox"
"Show 'Visible Date Range' slider"	"Zobrazit posuvník 'Viditelné časové rozmezí'"	"combobox"
"Show a 'partially-complete' checkbox for incomplete parent tasks with completed subtasks"	"Zobrazit pole 'částečně hotovo' pro neúplné nadřazené úkoly s dokončenými podúkoly"	"checkbox"
"Show a task's colour as a vertical bar"	"Zobrazit barvu úkolu jako svislý pruh"	"checkbox"
"Show All"	"Zobrazit vše"	"menu"
"Show all subtasks"	"Zobrazit všechny podúkoly"	"combobox"
"Show attribute columns to the right of the task tree"	"Zobrazit sloupce atributů vpravo od stromu úkolů"	"checkbox"
"Show checkbox beside task title when completion column is hidden"	"Zobrazit zaškrtávací pole u názvu úkolu, je-li sloupec dokončení skrytý"	"checkbox"
"Show close buttons on tabs"	"Zobrazit tlačítka zavření na kartách"	"checkbox"
"Show comments as simple text"	"Zobrazit komentáře jako prostý text"	"checkbox"
"Show comments even when task view is maximised"	"Zobrazit komentáře, i když je zobrazení úkolů maximalizováno"	"checkbox"
"Show default filters in 'Filter Bar'"	"Zobrazit výchozí filtry v panelu filtrů"	"checkbox"
"Show default task icons in icon selection dialog"	"Zobrazit výchozí ikony úkolů v dialogu pro výběr ikon"	"checkbox"
"Show dependencies"	"Zobrazit závislosti"	"combobox"
"Show edit field"	"Zobrazit editační pole"	"combobox"
"Show fields whose corresponding column is visible"	"Zobrazit pole, jejichž odpovídající sloupec je viditelný"	"radiobutton"
"Show Formatting Toolbar"	"Zobrazit panel nástrojů &formátování"	"menu"
"Show full date in each cell"	"Zobrazit celé datum v každé buňce"	"checkbox"
"Show full task path in Sticky"	"Zobrazit úplnou cestu úkolu v 'Sticky'"	"checkbox"
"Show gridlines"	"Zobrazit linky &mřížky"	"checkbox"
"Show menu item IDs"	"&Zobrazit ID položek nabídky"	"checkbox"
"Show non-file links as text"	"Odkazy jiné než na soubory zobrazit jako text"	"checkbox"
"Show on separate page"	"Zobrazit na samostatné stránce"	"checkbox"
"Show parent tasks"	"Zobrazit nadřazené úkoly"	"checkbox"
"Show parent tasks with a folder icon"	"Zobrazit nadřazené úkoly s ikonou složky"	"checkbox"
"Show Project Name Field"	"Zo&brazit pole s názvem projektu"	"menu"
"Show Reminder Notification Window"	"Zobrazit okno s upozorněním na připomínky"	"menu"
"Show Ruler"	"Zobrazit pravítko"	"menu"
"Show task infotips"	"&Zobrazovat bublinkovou nápovědu (infotipy) úkolu"	"checkbox"
"Show task titles only"	"&Zobrazit pouze názvy úkolů"	"checkbox"
"Show tasklist close button on the menubar"	"&Zobrazit tlačítko zavření seznamu úkolů v panelu nabídek"	"checkbox"
"Show Tasklist in Explorer"	"Zobrazit seznam úkolů v Průzkumníku"	"menu"
"Show Tasks Due"	"&Zobrazit úkoly v termínu"	"menu"
"Show Tasks Due by Today"	"Zobrazit úkoly s termínem do dneška"	"menu"
"Show the 'Week Number' on the first day of the week"	"Zobrazit 'Číslo týdne' v první den týdne"	"checkbox"
"Show the Time-Tracker window whenever a task's time is tracked"	"Zobrazit okno sledování času při každém měření času úkolu"	"checkbox"
"Show Time"	"Zobrazit čas"	"text"
"Show Time Tracker"	"Zobrazit sledování času"	"menu"
"Show ToDoList"	"&Zobrazit ToDoList"	"menu"
"Show vertical mini calendar-bar"	"Zobrazit svislou mini-lištu kalendáře"	"checkbox"
"Simple Source Control"	"Jednoduchá správa verzí"	"label"
"Simple Text"	"Prostý text"	"combobox"
"Simple web page"	"Jednoduchá webová stránka"	"radiobutton"
"Single-click Editing"	"Úprava jedním kliknutím"	"tooltip"
"Size"	"Velikost"	"groupbox"
  "Size"	"Velikost"	"sysheader32"
"Small Icons"	"Malé ikony"	"menu"
"Smallest editable interval"	"Nejmenší upravitelný interval"	"label"
"Snap Mode"	"Režim přichytávání"	"label"
"Snooze"	"Odložit"	"button"
"Snooze All"	"Odložit vše"	"button"
"Solid"	"Plná"	"menu"
"Some tasks could not be imported from '%s'."	"Některé úkoly se nepodařilo importovat z '%s'."	"text"
"Some tasks could not be imported from the clipboard text."	"Některé úkoly nebylo možné importovat z textu ve schránce."	"text"
"Sort <none> group below other groups"	"Řadit skupinu <žádné> pod ostatní skupiny"	"combobox"
"Sort A to Z"	"Řadit od A do Z"	"menu"
"Sort By"	"&Seřadit podle"	"menu"
"Sort by"	"&Seřadit podle"	"label"
"Sort groups ascending"	"Řadit skupiny vzestupně"	"combobox"
"Sort subtasks below their respective parent task"	"Řadit podúkoly pod jejich nadřazený úkol"	"checkbox"
"Sort Tasks"	"Seřadit úkoly"	"menu"
  "Sort Tasks"	""	"tooltip"
"Sort Z to A"	"Řadit od Z do A"	"menu"
"Sortable"	"Seřaditelné"	"combobox"
"Sorting"	"Řazení"	"label"
"Sounds"	"Zvuky"	"text"
"Source Control"	"Správa verzí"	"menu"
"Source Control Changes"	"Změny ve správě verzí"	"text"
"spaces"	"mezery"	"label"
"Specific"	"Konkrétní"	"radiobutton"
"Specific days"	"Konkrétní dny"	"label"
"Specify a Version"	"Určit verzi"	"text"
"Spell Check"	"Kontrola &pravopisu"	"menu"
"Spell Check Comments"	"Kontrola &pravopisu v komentářích"	"menu"
"Spell Check Task Title"	"Kontrola &pravopisu v názvu úkolu"	"menu"
"Spell Checker"	"Kontrola pravopisu"	"text"
"Spell Checking"	"Kontrola pravopisu"	"dialog"
"SpellChecker Engines"	"Moduly kontroly pravopisu"	"text"
"Spent"	"Strávený čas"	"text"
"Spent: %s"	"Strávený čas: %s"	"text"
"Spiral"	"Spirála"	"combobox"
"Split Selected Task into"	"Rozdělit vybraný úkol na"	"menu"
"Split Selected Task into Two (2) Equal Subtasks"	"Rozdělit vybraný úkol na dva (2) stejné podúkoly"	"menu"
"Split Tasks into"	"Rozdělit úkoly na"	"menu"
"Split Tasks into Two (2) Subtasks"	"Rozdělit úkoly na dva (2) podúkoly"	"menu"
"Spreadsheet"	"Tabulkový procesor"	"combobox"
"Spreadsheet Files"	"Tabulkové soubory"	"combobox"
"Stable Release"	"Stabilní verze"	"text"
"Stack tab bar items"	"&Skládat karty seznamů na sebe"	"checkbox"
"Start"	"Zahájeno"	"sysheader32"
"Start Date"	"Datum zahájení"	"checkbox"
  "Start Date"	"Datum zahájení"	"combobox"
  "Start Date"	"Datum za&hájení"	"label"
  "Start Date"	"&Datum zahájení"	"menu"
"Start date"	"Datum zahájení"	"label"
"Start Time"	"Čas za&hájení"	"label"
"Start Tracking"	"Spustit sledování"	"text"
"Start/Stop Time Tracking"	"Spustit/Zastavit sledování času"	"text"
"Started %s ago"	"Zahájeno před %s"	"text"
"Started Tasks"	"Zahájené úkoly"	"menu"
"Started/Completed Tasks"	"Zahájené/Dokončené úkoly"	"combobox"
"starts"	"začíná"	"combobox"
"Starts in %s"	"Začíná za %s"	"text"
"Starts Now"	"Začíná nyní"	"text"
"Static"	"Statický"	"label"
"Status"	"Stav"	"checklistbox"
  "Status"	"Stav"	"combobox"
  "Status"	"St&av"	"label"
  "Status"	"&Stav"	"menu"
"Status Bar"	"&Stavový řádek"	"menu"
"Status Change"	"Změna stavu"	"text"
"Status Frequency"	"Četnost stavů"	"combobox"
"Steps"	"Kroky"	"groupbox"
